nombre,principio,forma,tipo
MESALAZINA 4 g/60 ml suspensión rectal,MESALAZINA,suspensión rectal,ml
MESALAZINA 400 mg comprimido,MESALAZINA,comprimido,pastilla
MESALAZINA 400 mg comprimido gastrorresistente,MESALAZINA,comprimido gastrorresistente,pastilla
MESALAZINA 400 mg supositorio,MESALAZINA,supositorio,pastilla
MESALAZINA 500 mg comprimido de liberación prolongada,MESALAZINA,comprimido de liberación prolongada,pastilla
MESALAZINA 500 mg comprimido gastrorresistente,MESALAZINA,comprimido gastrorresistente,pastilla
MESALAZINA 500 mg granulado gastrorresistente de liberación prolongada,MESALAZINA,granulado gastrorresistente de liberación prolongada,pastilla
MESALAZINA 500 mg supositorio,MESALAZINA,supositorio,pastilla
MESALAZINA 800 mg comprimido gastrorresistente,MESALAZINA,comprimido gastrorresistente,pastilla
MESALAZINA 800 mg comprimido gastrorresistente de liberación prolongada,MESALAZINA,comprimido gastrorresistente de liberación prolongada,pastilla
MESNA 1 g/10 ml solución para perfusión,MESNA,solución para perfusión,ml
MESNA 100 mg/ml solución para perfusión,MESNA,solución para perfusión,ml
MESNA 200 mg/2 ml solución para perfusión,MESNA,solución para perfusión,ml
MESNA 400 mg comprimido,MESNA,comprimido,pastilla
MESNA 400 mg/4 ml solución para perfusión,MESNA,solución para perfusión,ml
MESNA 5 g/50 ml solución para perfusión,MESNA,solución para perfusión,ml
MESNA 600 mg comprimido,MESNA,comprimido,pastilla
MESNA 600 mg/3 ml solución para instilación endotraqueopulmonar,MESNA,solución para instilación endotraqueopulmonar,ml
MESOGLICANO SODICO 24 mg cápsula dura,MESOGLICANO SODICO,cápsula dura,pastilla
MESTEROLONA 25 mg comprimido,MESTEROLONA,comprimido,pastilla
MESUXIMIDA 300 mg cápsula blanda,MESUXIMIDA,cápsula blanda,pastilla
METACICLINA CLORHIDRATO 300 mg cápsula dura,METACICLINA CLORHIDRATO,cápsula dura,pastilla
METADONA CLORHIDRATO 1 mg cápsula dura,METADONA CLORHIDRATO,cápsula dura,pastilla
METADONA CLORHIDRATO 1 mg/ml solución oral,METADONA CLORHIDRATO,solución oral,ml
"METADONA CLORHIDRATO 1,33 mg/ml solución oral",METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 10 mg comprimido,METADONA CLORHIDRATO,comprimido,pastilla
METADONA CLORHIDRATO 10 mg comprimido dispersable,METADONA CLORHIDRATO,comprimido dispersable,pastilla
METADONA CLORHIDRATO 10 mg cápsula dura,METADONA CLORHIDRATO,cápsula dura,pastilla
METADONA CLORHIDRATO 10 mg/2 ml solución inyectable,METADONA CLORHIDRATO,solución inyectable,ml
"METADONA CLORHIDRATO 10 mg/7,5 ml solución oral",METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 10 mg/ml concentrado para solución oral,METADONA CLORHIDRATO,concentrado para solución oral,ml
METADONA CLORHIDRATO 10 mg/ml solución inyectable,METADONA CLORHIDRATO,solución inyectable,ml
METADONA CLORHIDRATO 10 mg/ml solución oral,METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 20 mg cápsula dura,METADONA CLORHIDRATO,cápsula dura,pastilla
METADONA CLORHIDRATO 20 mg/15 ml solución oral,METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 30 mg comprimido,METADONA CLORHIDRATO,comprimido,pastilla
METADONA CLORHIDRATO 40 mg comprimido,METADONA CLORHIDRATO,comprimido,pastilla
METADONA CLORHIDRATO 40 mg cápsula dura,METADONA CLORHIDRATO,cápsula dura,pastilla
METADONA CLORHIDRATO 40 mg/15 ml solución oral,METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 5 mg comprimido,METADONA CLORHIDRATO,comprimido,pastilla
METADONA CLORHIDRATO 5 mg cápsula dura,METADONA CLORHIDRATO,cápsula dura,pastilla
"METADONA CLORHIDRATO 5 mg/3,75 ml solución oral",METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 5 mg/ml solución oral,METADONA CLORHIDRATO,solución oral,ml
METADONA CLORHIDRATO 60 mg/15 ml solución oral,METADONA CLORHIDRATO,solución oral,ml
METAMIZOL MAGNESICO 1 g granulado para solución oral en sobre,METAMIZOL MAGNESICO,granulado para solución oral en sobre,ml
METAMIZOL MAGNESICO 1 g supositorio,METAMIZOL MAGNESICO,supositorio,pastilla
METAMIZOL MAGNESICO 2 g granulado para solución oral en sobre,METAMIZOL MAGNESICO,granulado para solución oral en sobre,ml
METAMIZOL MAGNESICO 2 g/5 ml solución inyectable,METAMIZOL MAGNESICO,solución inyectable,ml
METAMIZOL MAGNESICO 300 mg + PARGEVERINA HIDROCLORURO 5 mg comprimido,METAMIZOL MAGNESICO,comprimido,pastilla
METAMIZOL MAGNESICO 300 mg/ml + ESCOPOLAMINA BUTILBROMURO 10 mg/ml gotas orales en solución,METAMIZOL MAGNESICO,gotas orales en solución,ml
METAMIZOL MAGNESICO 300 mg/ml + PARGEVERINA HIDROCLORURO 5 mg/ml gotas orales en solución,METAMIZOL MAGNESICO,gotas orales en solución,ml
METAMIZOL MAGNESICO 500 mg cápsula dura,METAMIZOL MAGNESICO,cápsula dura,pastilla
METAMIZOL MAGNESICO 500 mg granulado para solución oral en sobre,METAMIZOL MAGNESICO,granulado para solución oral en sobre,ml
METAMIZOL MAGNESICO 500 mg supositorio,METAMIZOL MAGNESICO,supositorio,pastilla
METAMIZOL MAGNESICO 575 mg cápsula dura,METAMIZOL MAGNESICO,cápsula dura,pastilla
METAMIZOL SODICO 1 g supositorio,METAMIZOL SODICO,supositorio,pastilla
METAMIZOL SODICO 1 g/2 ml solución inyectable,METAMIZOL SODICO,solución inyectable,ml
"METAMIZOL SODICO 2,5 g/5 ml solución inyectable",METAMIZOL SODICO,solución inyectable,ml
METAMIZOL SODICO 200 mg/ml gotas orales en solución,METAMIZOL SODICO,gotas orales en solución,ml
METAMIZOL SODICO 250 mg + ESCOPOLAMINA BUTILBROMURO 10 mg comprimido,METAMIZOL SODICO,comprimido,pastilla
METAMIZOL SODICO 250 mg supositorio,METAMIZOL SODICO,supositorio,pastilla
METAMIZOL SODICO 300 mg comprimido,METAMIZOL SODICO,comprimido,pastilla
METAMIZOL SODICO 300 mg supositorio,METAMIZOL SODICO,supositorio,pastilla
METAMIZOL SODICO 300 mg/ml solución inyectable,METAMIZOL SODICO,solución inyectable,ml
"METAMIZOL SODICO 333,4 mg/ml + ESCOPOLAMINA BUTILBROMURO 6,67 mg/ml gotas orales en solución",METAMIZOL SODICO,gotas orales en solución,ml
METAMIZOL SODICO 350 mg supositorio,METAMIZOL SODICO,supositorio,pastilla
METAMIZOL SODICO 400 mg/ml gotas orales en solución,METAMIZOL SODICO,gotas orales en solución,ml
METAMIZOL SODICO 50 mg/ml solución oral,METAMIZOL SODICO,solución oral,ml
METAMIZOL SODICO 500 mg comprimido,METAMIZOL SODICO,comprimido,pastilla
METAMIZOL SODICO 500 mg comprimido efervescente,METAMIZOL SODICO,comprimido efervescente,pastilla
METAMIZOL SODICO 500 mg/ml + ESCOPOLAMINA BUTILBROMURO 4 mg/ml solución inyectable,METAMIZOL SODICO,solución inyectable,ml
METAMIZOL SODICO 500 mg/ml gotas orales en solución,METAMIZOL SODICO,gotas orales en solución,ml
METAMIZOL SODICO 500 mg/ml solución inyectable,METAMIZOL SODICO,solución inyectable,ml
METENAMINA HIPURATO 1 g comprimido,METENAMINA HIPURATO,comprimido,pastilla
METENAMINA MANDELATO 500 mg comprimido,METENAMINA MANDELATO,comprimido,pastilla
METENOLONA ENANTATO 100 mg/ml solución inyectable,METENOLONA ENANTATO,solución inyectable,ml
METENOLONA ENANTATO 50 mg/ml solución inyectable,METENOLONA ENANTATO,solución inyectable,ml
METFORMINA CLORHIDRATO 1.000 mg + ROSIGLITAZONA (maleato) 2 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 1.000 mg + ROSIGLITAZONA (maleato) 4 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
"METFORMINA CLORHIDRATO 1.000 mg + SAXAGLIPTINA (hidrocloruro) 2,5 mg comprimido",METFORMINA CLORHIDRATO,comprimido,pastilla
"METFORMINA CLORHIDRATO 1.000 mg + SAXAGLIPTINA (hidrocloruro) 2,5 mg comprimido de liberación prolongada",METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 1.000 mg + SAXAGLIPTINA (hidrocloruro) 5 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 1.000 mg + SITAGLIPTINA (fosfato) 100 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 1.000 mg + SITAGLIPTINA (fosfato) 50 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 1.000 mg + SITAGLIPTINA (fosfato) 50 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 1.000 mg + VILDAGLIPTINA 50 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 1.000 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 1.000 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 1.000 mg comprimido dispersable,METFORMINA CLORHIDRATO,comprimido dispersable,pastilla
METFORMINA CLORHIDRATO 1.000 mg polvo para solución oral en sobre,METFORMINA CLORHIDRATO,polvo para solución oral en sobre,ml
METFORMINA CLORHIDRATO 500 mg + PIOGLITAZONA (hidrocloruro) 15 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg + ROSIGLITAZONA (maleato) 1 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg + ROSIGLITAZONA (maleato) 2 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg + ROSIGLITAZONA (maleato) 4 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg + SAXAGLIPTINA (hidrocloruro) 5 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 500 mg + SITAGLIPTINA (fosfato) 50 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg + SITAGLIPTINA (fosfato) 50 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 500 mg + VILDAGLIPTINA 50 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 500 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 500 mg comprimido dispersable,METFORMINA CLORHIDRATO,comprimido dispersable,pastilla
METFORMINA CLORHIDRATO 500 mg polvo para solución oral en sobre,METFORMINA CLORHIDRATO,polvo para solución oral en sobre,ml
METFORMINA CLORHIDRATO 750 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 850 mg + PIOGLITAZONA (hidrocloruro) 15 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
"METFORMINA CLORHIDRATO 850 mg + SAXAGLIPTINA (hidrocloruro) 2,5 mg comprimido",METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 850 mg + SITAGLIPTINA (fosfato) 50 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 850 mg + VILDAGLIPTINA 50 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 850 mg comprimido,METFORMINA CLORHIDRATO,comprimido,pastilla
METFORMINA CLORHIDRATO 850 mg comprimido de liberación prolongada,METFORMINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METFORMINA CLORHIDRATO 850 mg comprimido dispersable,METFORMINA CLORHIDRATO,comprimido dispersable,pastilla
METFORMINA CLORHIDRATO 850 mg polvo para solución oral en sobre,METFORMINA CLORHIDRATO,polvo para solución oral en sobre,ml
METFORMINA EMBONATO 700 mg comprimido,METFORMINA EMBONATO,comprimido,pastilla
METICLOTIAZIDA 5 mg + TRIAMTERENO 150 mg comprimido,METICLOTIAZIDA,comprimido,pastilla
METIL CANFORATO SODICO 200 mg/5 ml solución oral,METIL CANFORATO SODICO,solución oral,ml
METILCELULOSA 500 mg cápsula dura,METILCELULOSA,cápsula dura,pastilla
"METILDIGOXINA 0,1 mg comprimido",METILDIGOXINA,comprimido,pastilla
METILDOPA 125 mg comprimido,METILDOPA,comprimido,pastilla
METILDOPA 250 mg comprimido,METILDOPA,comprimido,pastilla
METILDOPA 500 mg comprimido,METILDOPA,comprimido,pastilla
METILDOPA ESTER ETILICO HIDROCLORURO 250 mg/5 ml solución inyectable,METILDOPA ESTER ETILICO HIDROCLORURO,solución inyectable,ml
"METILERGOMETRINA MALEATO 0,125 mg comprimido",METILERGOMETRINA MALEATO,comprimido,pastilla
"METILERGOMETRINA MALEATO 0,2 mg/1 ml solución inyectable",METILERGOMETRINA MALEATO,solución inyectable,ml
"METILERGOMETRINA MALEATO 0,25 mg/ml solución oral",METILERGOMETRINA MALEATO,solución oral,ml
METILFENIDATO CLORHIDRATO 10 mg comprimido,METILFENIDATO CLORHIDRATO,comprimido,pastilla
METILFENIDATO CLORHIDRATO 10 mg comprimido de liberación prolongada,METILFENIDATO CLORHIDRATO,comprimido de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 10 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 10 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 18 mg comprimido de liberación prolongada,METILFENIDATO CLORHIDRATO,comprimido de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 20 mg comprimido,METILFENIDATO CLORHIDRATO,comprimido,pastilla
METILFENIDATO CLORHIDRATO 20 mg comprimido de liberación prolongada,METILFENIDATO CLORHIDRATO,comprimido de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 20 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 20 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 27 mg comprimido de liberación prolongada,METILFENIDATO CLORHIDRATO,comprimido de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 30 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 30 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 36 mg comprimido de liberación prolongada,METILFENIDATO CLORHIDRATO,comprimido de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 40 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 40 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 5 mg comprimido,METILFENIDATO CLORHIDRATO,comprimido,pastilla
METILFENIDATO CLORHIDRATO 5 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 5 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 50 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 50 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 54 mg comprimido de liberación prolongada,METILFENIDATO CLORHIDRATO,comprimido de liberación prolongada,pastilla
METILFENIDATO CLORHIDRATO 60 mg cápsula dura de liberación modificada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación modificada,pastilla
METILFENIDATO CLORHIDRATO 60 mg cápsula dura de liberación prolongada,METILFENIDATO CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
"METILNALTREXONA BROMURO 12 mg/0,6 ml solución inyectable",METILNALTREXONA BROMURO,solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 1 g polvo para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 1 g polvo y disolvente para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 120 mg polvo para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 120 mg/2 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 20 mg polvo para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 20 mg/2 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 40 mg polvo para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 40 mg/2 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (hemisuccinato) 500 mg polvo para solución inyectable,METILPREDNISOLONA (hemisuccinato),polvo para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 1 g polvo para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 120 mg polvo para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 125 mg/2 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 20 mg polvo para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 20 mg polvo y disolvente para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 250 mg/5 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 40 mg polvo para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 40 mg/1 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 40 mg/2 ml polvo y disolvente para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 500 mg polvo para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo para solución inyectable,ml
"METILPREDNISOLONA (succinato sódico) 62,5 mg/ml solución inyectable",METILPREDNISOLONA (succinato sódico),solución inyectable,ml
METILPREDNISOLONA (succinato sódico) 8 mg polvo y disolvente para solución inyectable,METILPREDNISOLONA (succinato sódico),polvo y disolvente para solución inyectable,ml
METILPREDNISOLONA 100 mg comprimido,METILPREDNISOLONA,comprimido,pastilla
METILPREDNISOLONA 16 mg comprimido,METILPREDNISOLONA,comprimido,pastilla
METILPREDNISOLONA 32 mg comprimido,METILPREDNISOLONA,comprimido,pastilla
METILPREDNISOLONA 4 mg comprimido,METILPREDNISOLONA,comprimido,pastilla
METILPREDNISOLONA 40 mg comprimido,METILPREDNISOLONA,comprimido,pastilla
METILPREDNISOLONA 8 mg comprimido,METILPREDNISOLONA,comprimido,pastilla
METILPREDNISOLONA 8 mg comprimido de liberación prolongada,METILPREDNISOLONA,comprimido de liberación prolongada,pastilla
"METILPREDNISOLONA ACEPONATO 0,1 % crema",METILPREDNISOLONA ACEPONATO,crema,otro
"METILPREDNISOLONA ACEPONATO 0,1 % pomada",METILPREDNISOLONA ACEPONATO,pomada,otro
METILPREDNISOLONA ACEPONATO 1 mg/g emulsión cutánea,METILPREDNISOLONA ACEPONATO,emulsión cutánea,ml
METILPREDNISOLONA ACEPONATO 1 mg/ml solución cutánea,METILPREDNISOLONA ACEPONATO,solución cutánea,ml
METILPREDNISOLONA ACETATO 200 mg/5 ml suspensión inyectable,METILPREDNISOLONA ACETATO,suspensión inyectable,ml
METILPREDNISOLONA ACETATO 40 mg/1 ml suspensión inyectable,METILPREDNISOLONA ACETATO,suspensión inyectable,ml
METILPREDNISOLONA ACETATO 40 mg/1 ml suspensión inyectable en jeringa precargada,METILPREDNISOLONA ACETATO,suspensión inyectable en jeringa precargada,ml
METILPREDNISOLONA ACETATO 80 mg/1 ml suspensión inyectable,METILPREDNISOLONA ACETATO,suspensión inyectable,ml
METILPREDNISOLONA ACETATO 80 mg/2 ml suspensión inyectable,METILPREDNISOLONA ACETATO,suspensión inyectable,ml
METILPREDNISOLONA ACETATO 80 mg/2 ml suspensión inyectable en jeringa precargada,METILPREDNISOLONA ACETATO,suspensión inyectable en jeringa precargada,ml
"METILROSANILINA CLORURO 0,5 % solución cutánea",METILROSANILINA CLORURO,solución cutánea,ml
METILROSANILINA CLORURO 1 % solución cutánea,METILROSANILINA CLORURO,solución cutánea,ml
METILTESTOSTERONA 10 mg comprimido,METILTESTOSTERONA,comprimido,pastilla
METILTESTOSTERONA 25 mg comprimido,METILTESTOSTERONA,comprimido,pastilla
METILTIONINIO CLORURO 10 mg/ml solución inyectable,METILTIONINIO CLORURO,solución inyectable,ml
METILTIONINIO CLORURO 5 mg/ml solución inyectable,METILTIONINIO CLORURO,solución inyectable,ml
"METILTIONINIO HIDROXIDO 0,02 % + NAFAZOLINA NITRATO 0,05 % colirio en solución",METILTIONINIO HIDROXIDO,colirio en solución,ml
"METIPRANOLOL 0,1 % colirio en solución",METIPRANOLOL,colirio en solución,ml
"METIPRANOLOL 0,3 % colirio en solución",METIPRANOLOL,colirio en solución,ml
"METIPRANOLOL 0,6 % colirio en solución",METIPRANOLOL,colirio en solución,ml
"METIPRANOLOL HIDROCLORURO 0,1 % + PILOCARPINA CLORHIDRATO 2 % colirio en solución",METIPRANOLOL HIDROCLORURO,colirio en solución,ml
METIRAPONA 250 mg cápsula blanda,METIRAPONA,cápsula blanda,pastilla
METISERGIDA (maleato) 1 mg comprimido,METISERGIDA (maleato),comprimido,pastilla
"METISERGIDA (maleato) 1,65 mg comprimido",METISERGIDA (maleato),comprimido,pastilla
METOCARBAMOL 10 % crema,METOCARBAMOL,crema,otro
METOCARBAMOL 100 mg/ml solución inyectable,METOCARBAMOL,solución inyectable,ml
METOCARBAMOL 380 mg + PARACETAMOL 300 mg comprimido,METOCARBAMOL,comprimido,pastilla
METOCARBAMOL 400 mg + PARACETAMOL 350 mg comprimido,METOCARBAMOL,comprimido,pastilla
METOCARBAMOL 500 mg comprimido,METOCARBAMOL,comprimido,pastilla
METOCARBAMOL 750 mg comprimido,METOCARBAMOL,comprimido,pastilla
METOCLOPRAMIDA (hidrocloruro) 10 mg comprimido,METOCLOPRAMIDA (hidrocloruro),comprimido,pastilla
METOCLOPRAMIDA (hidrocloruro) 30 mg cápsula dura de liberación prolongada,METOCLOPRAMIDA (hidrocloruro),cápsula dura de liberación prolongada,pastilla
METOCLOPRAMIDA (hidrocloruro) 5 mg + SIMETICONA 80 mg cápsula dura,METOCLOPRAMIDA (hidrocloruro),cápsula dura,pastilla
METOCLOPRAMIDA (hidrocloruro) 5 mg/ml gotas orales en solución,METOCLOPRAMIDA (hidrocloruro),gotas orales en solución,ml
METOCLOPRAMIDA 10 mg supositorio,METOCLOPRAMIDA,supositorio,pastilla
METOCLOPRAMIDA 20 mg supositorio,METOCLOPRAMIDA,supositorio,pastilla
METOCLOPRAMIDA CLORHIDRATO 1 mg/ml solución oral,METOCLOPRAMIDA CLORHIDRATO,solución oral,ml
METOCLOPRAMIDA CLORHIDRATO 1 mg/ml suspensión oral,METOCLOPRAMIDA CLORHIDRATO,suspensión oral,ml
METOCLOPRAMIDA CLORHIDRATO 10 mg + ONDANSETRON (hidrocloruro) 4 mg comprimido,METOCLOPRAMIDA CLORHIDRATO,comprimido,pastilla
METOCLOPRAMIDA CLORHIDRATO 10 mg + SIMETICONA 200 mg cápsula blanda,METOCLOPRAMIDA CLORHIDRATO,cápsula blanda,pastilla
METOCLOPRAMIDA CLORHIDRATO 10 mg comprimido,METOCLOPRAMIDA CLORHIDRATO,comprimido,pastilla
METOCLOPRAMIDA CLORHIDRATO 10 mg comprimido sublingual,METOCLOPRAMIDA CLORHIDRATO,comprimido sublingual,pastilla
METOCLOPRAMIDA CLORHIDRATO 10 mg cápsula dura,METOCLOPRAMIDA CLORHIDRATO,cápsula dura,pastilla
METOCLOPRAMIDA CLORHIDRATO 10 mg/2 ml + ONDANSETRON (hidrocloruro) 4 mg/2 ml solución inyectable,METOCLOPRAMIDA CLORHIDRATO,solución inyectable,ml
METOCLOPRAMIDA CLORHIDRATO 10 mg/2 ml solución inyectable,METOCLOPRAMIDA CLORHIDRATO,solución inyectable,ml
METOCLOPRAMIDA CLORHIDRATO 10 mg/ml solución inyectable,METOCLOPRAMIDA CLORHIDRATO,solución inyectable,ml
METOCLOPRAMIDA CLORHIDRATO 15 mg comprimido de liberación prolongada,METOCLOPRAMIDA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METOCLOPRAMIDA CLORHIDRATO 15 mg cápsula dura de liberación prolongada,METOCLOPRAMIDA CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METOCLOPRAMIDA CLORHIDRATO 2 mg/ml gotas orales en solución,METOCLOPRAMIDA CLORHIDRATO,gotas orales en solución,ml
"METOCLOPRAMIDA CLORHIDRATO 2,6 mg/ml gotas orales en solución",METOCLOPRAMIDA CLORHIDRATO,gotas orales en solución,ml
METOCLOPRAMIDA CLORHIDRATO 20 mg cápsula dura de liberación prolongada,METOCLOPRAMIDA CLORHIDRATO,cápsula dura de liberación prolongada,pastilla
METOCLOPRAMIDA CLORHIDRATO 20 mg/ml solución inyectable,METOCLOPRAMIDA CLORHIDRATO,solución inyectable,ml
METOCLOPRAMIDA CLORHIDRATO 30 mg comprimido de liberación prolongada,METOCLOPRAMIDA CLORHIDRATO,comprimido de liberación prolongada,pastilla
METOCLOPRAMIDA CLORHIDRATO 4 mg/ml solución oral,METOCLOPRAMIDA CLORHIDRATO,solución oral,ml
"METOCLOPRAMIDA CLORHIDRATO 4,65 mg/ml solución oral",METOCLOPRAMIDA CLORHIDRATO,solución oral,ml
